state,week,total_cases,total_deaths,total_cases_us,total_deaths_us,percentage_cases,percentage_deaths
Hawaii,8,4731,102,13688447,718836,0.03456199231366422,0.014189606530557735
Hawaii,9,5210,106,15271347,754416,0.034116178487726065,0.014050603380628196
Hawaii,10,5937,113,17321941,779487,0.03427444995915874,0.014496713864374905
Hawaii,11,7098,118,19735326,808303,0.03596596276139548,0.014598485963803177
Hawaii,12,8060,135,22513159,840740,0.03580128404014736,0.016057282869852748
Hawaii,13,91534,672,75392468,2322210,0.12141000610299692,0.028937951348069296
Hawaii,14,130733,1141,82613109,2473036,0.15824728252268053,0.04613762193514369
Hawaii,15,152393,1565,89958441,2613757,0.16940378057463223,0.05987549722487592
Hawaii,16,170704,2029,98283032,2744562,0.1736861353646477,0.07392800745619883
Hawaii,17,186428,2542,108710383,2877454,0.17149051898750095,0.08834198565815474
Hawaii,18,201679,2826,123742353,3032206,0.16298300065459398,0.09319947259519967
Hawaii,19,218582,2904,149140694,3242863,0.14656093795567293,0.08955049904975942
Hawaii,20,235356,3189,180323778,3537929,0.1305185608966112,0.09013747873402773
Hawaii,21,254438,3554,218484424,3967089,0.1164558989340128,0.08958710026419876
Hawaii,22,305727,4012,297414902,4959558,0.10279478195077126,0.08089430550061115
Hawaii,23,328350,4811,331246599,5536919,0.09912554604070063,0.08688947770411667
Hawaii,24,344003,5426,353902473,6107034,0.09720276806316637,0.0888483673089097
Hawaii,25,353261,5593,367750323,6540703,0.09606001080249221,0.08551068593085484
Hawaii,26,363102,5762,379269903,6856950,0.09573709833759206,0.08403153005344942
Hawaii,27,377096,5890,389709216,7073156,0.09676342886384293,0.08327258722980237
Hawaii,28,413780,6138,413555826,7388536,0.10005420646643241,0.08307464428677075
Hawaii,29,430640,6263,422815728,7515404,0.10185051583511576,0.08333550664741377
Hawaii,30,445697,6360,429112805,7628850,0.10386476348567598,0.08336774218918971
Hawaii,31,455939,6466,432772697,7733730,0.10535299550100777,0.08360778046298487
Hawaii,32,465212,6562,434955807,7800559,0.10695615336387496,0.0841221763722318
Hawaii,33,472801,6672,437380590,7853097,0.10809830404225299,0.08496011191508268
Hawaii,34,513421,6867,451183101,7948347,0.11379437724109265,0.08639532219718138
Hawaii,35,594672,7037,470282286,8038989,0.1264500104943353,0.08753588293254289
Hawaii,36,720758,7384,496698578,8212460,0.14510973695600152,0.08991215786743559
Hawaii,37,861891,8145,525106961,8480704,0.16413627394286245,0.0960415550407136
Hawaii,38,958868,9321,551080385,8831887,0.17399784606741175,0.10553803507676218
Hawaii,39,1013317,10533,570984508,9178044,0.17746838763618433,0.11476301486460513
Idaho,1,25747,782,13644993,786250,0.18869192530915918,0.09945945945945946
Idaho,2,13400,406,7940175,474933,0.1687620235070386,0.08548574219942602
Idaho,3,14512,442,8896630,534045,0.16311794465994428,0.08276456103886376
Idaho,4,15768,474,9837494,582599,0.16028472291825538,0.08135956292406955
Idaho,5,17112,494,10727153,623896,0.15952042447795794,0.07917986331055175
Idaho,6,18880,500,11646234,661268,0.1621124906128453,0.07561230847402264
Idaho,7,20484,526,12570310,693159,0.16295540841872636,0.07588446518042757
Idaho,8,24325,540,13688447,718836,0.17770460009086494,0.07512144633824683
Idaho,9,32774,548,15271347,754416,0.2146110621414077,0.07263896842060615
Idaho,10,45756,563,17321941,779487,0.26415053601672006,0.07222699031542541
Idaho,11,64719,611,19735326,808303,0.3279347906388777,0.07559046545664189
Idaho,12,87812,723,22513159,840740,0.39004743847809187,0.08599567048076694
Idaho,13,398381,4274,75392468,2322210,0.5284095488159374,0.18404881556792882
Idaho,14,448952,5165,82613109,2473036,0.5434391774312718,0.20885260060912983
Idaho,15,504243,5837,89958441,2613757,0.5605288335310302,0.22331838805214102
Idaho,16,592477,6402,98283032,2744562,0.6028273527418243,0.23326126354587728
Idaho,17,718846,7118,108710383,2877454,0.6612487051949767,0.24737146102074958
Idaho,18,884134,8499,123742353,3032206,0.7144958686861239,0.2802909828685782
Idaho,19,1113169,10423,149140694,3242863,0.7463885074854218,0.3214135163896841
Idaho,20,1353327,12664,180323778,3537929,0.7504983618965659,0.35794952357721144
Idaho,21,1616271,15870,218484424,3967089,0.7397648630549517,0.4000414409659072
Idaho,22,1970955,20321,297414902,4959558,0.6626954422075327,0.4097340932397605
Idaho,23,2089570,22041,331246599,5536919,0.6308200616423536,0.39807336896205275
Idaho,24,2160326,23159,353902473,6107034,0.6104297553184942,0.3792184553090747
Idaho,25,2210757,23956,367750323,6540703,0.6011570518729361,0.3662603240049273
Idaho,26,2262121,24657,379269903,6856950,0.5964409466996383,0.35959136350709864
Idaho,27,2317880,25355,389709216,7073156,0.5947716668830331,0.35846798798160256
Idaho,28,2412396,26319,413555826,7388536,0.5833301934912168,0.35621400504782
Idaho,29,2447470,26708,422815728,7515404,0.5788502739898077,0.3553767701643185
Idaho,30,2476961,26984,429112805,7628850,0.5772284050111252,0.35370993006809676
Idaho,31,2501446,27261,432772697,7733730,0.5780045777703023,0.3524948504796521
Idaho,32,2520020,27595,434955807,7800559,0.57937380291143,0.35375669871864307
Idaho,33,2534699,27976,437380590,7853097,0.5795179434002775,0.35624162034417756
Idaho,34,2591819,28489,451183101,7948347,0.574449484977497,0.3584267269659968
Idaho,35,2677584,29006,470282286,8038989,0.569356762886876,0.36081651560911454
Idaho,36,2799749,29980,496698578,8212460,0.5636716358789334,0.36505505049644077
Idaho,37,2973011,31452,525106961,8480704,0.566172460242819,0.3708654375863136
Idaho,38,3191715,34825,551080385,8831887,0.5791741253864443,0.39430984567624106
Idaho,39,3421702,39216,570984508,9178044,0.5992635442921684,0.42728058396756435
Illinois,1,665319,29221,13644993,786250,4.87592042003979,3.7165023847376784
Illinois,2,460451,20286,7940175,474933,5.799003170585031,4.271339325757528
Illinois,3,560714,25023,8896630,534045,6.302543772192391,4.685560205600652
Illinois,4,653080,28947,9837494,582599,6.638682575054175,4.968597611736374
Illinois,5,718710,32352,10727153,623896,6.69991376090189,5.185479631220588
Illinois,6,766651,35822,11646234,661268,6.58282325428117,5.417168228312877
Illinois,7,800169,39011,12570310,693159,6.365547070835961,5.628001656185666
Illinois,8,826584,41063,13688447,718836,6.038552072415519,5.712429538865611
Illinois,9,856946,42515,15271347,754416,5.611463088357563,5.635484931390638
Illinois,10,890119,43425,17321941,779487,5.1386793200600325,5.570971677526374
Illinois,11,928822,44268,19735326,808303,4.706392992950813,5.476659124115586
Illinois,12,976387,44923,22513159,840740,4.336961330038134,5.34326902490663
Illinois,13,2937296,106049,75392468,2322210,3.8960072244882604,4.566727384689584
Illinois,14,3313618,109855,82613109,2473036,4.011007502453394,4.442110830574242
Illinois,15,3655670,113741,89958441,2613757,4.063732051559231,4.351628709172275
Illinois,16,4035892,118408,98283032,2744562,4.106397531569844,4.314276740696694
Illinois,17,4648408,124574,108710383,2877454,4.275955867067454,4.329313344366235
Illinois,18,5753549,132908,123742353,3032206,4.6496198435793445,4.383211430885633
Illinois,19,7778239,148524,149140694,3242863,5.215369991506141,4.58002696999534
Illinois,20,9646499,172996,180323778,3537929,5.3495435305265175,4.889753299175874
Illinois,21,11237500,203406,218484424,3967089,5.143387246680798,5.127336442414072
Illinois,22,13549903,253576,297414902,4959558,4.555892428012904,5.112874977971827
Illinois,23,14435839,271064,331246599,5536919,4.358033876749328,4.8955745966303645
Illinois,24,14990725,283770,353902473,6107034,4.235835051652775,4.646609139559399
Illinois,25,15351166,292876,367750323,6540703,4.1743446680806855,4.477744976342757
Illinois,26,15662501,299738,379269903,6856950,4.129645109224499,4.371302109538497
Illinois,27,15987570,304170,389709216,7073156,4.1024356991341975,4.3003434393359905
Illinois,28,17039183,312106,413555826,7388536,4.120165145491144,4.224192722347161
Illinois,29,17517899,317404,422815728,7515404,4.1431521676979814,4.223379075828791
Illinois,30,17845067,322932,429112805,7628850,4.1585957799604705,4.233036434062801
Illinois,31,18024637,327918,432772697,7733730,4.164920089679317,4.240101477553522
Illinois,32,18095734,331613,434955807,7800559,4.1603615146124495,4.251144052624946
Illinois,33,18140690,333626,437380590,7853097,4.147575455966165,4.248336675326944
Illinois,34,18428873,336561,451183101,7948347,4.084566323329561,4.234352123781209
Illinois,35,18865438,338489,470282286,8038989,4.011513629496987,4.210591655244211
Illinois,36,19487018,342082,496698578,8212460,3.9233085946140958,4.16540232768257
Illinois,37,20204395,347326,525106961,8480704,3.8476722840472877,4.095485469130865
Illinois,38,20873536,354871,551080385,8831887,3.7877479525967885,4.018065448527591
Illinois,39,21381030,361684,570984508,9178044,3.7445902122444275,3.9407525176388347
Indiana,1,226341,13830,13644993,786250,1.6587842881267876,1.7589825119236884
Indiana,2,146244,8977,7940175,474933,1.8418233855047275,1.8901613490745013
Indiana,3,168545,10418,8896630,534045,1.8944813935164215,1.9507719386943048
Indiana,4,191008,11782,9837494,582599,1.9416326962944017,2.0223172370704376
Indiana,5,210590,12776,10727153,623896,1.9631490293836584,2.0477771936348366
Indiana,6,228298,13739,11646234,661268,1.960273166415856,2.077675012249194
Indiana,7,244466,14491,12570310,693159,1.944788951107809,2.090573735607559
Indiana,8,259588,15205,13688447,718836,1.8964021265524131,2.1152251695797095
Indiana,9,274936,15680,15271347,754416,1.8003388961039257,2.0784288774363215
Indiana,10,292902,16139,17321941,779487,1.6909305949027307,2.07046429254112
Indiana,11,314974,16540,19735326,808303,1.5959908643008989,2.046262354587327
Indiana,12,344534,16911,22513159,840740,1.5303671954699916,2.011442300830221
Indiana,13,1174745,42157,75392468,2322210,1.558172893345261,1.8153827603877342
Indiana,14,1342635,44022,82613109,2473036,1.6252081736810073,1.7800792224617838
Indiana,15,1497449,45878,89958441,2613757,1.6646008794216431,1.7552511576248289
Indiana,16,1690738,48264,98283032,2744562,1.7202745637721066,1.7585319624770728
Indiana,17,2001862,51981,108710383,2877454,1.8414634782401604,1.8064928231693713
Indiana,18,2504217,57705,123742353,3032206,2.023734751512281,1.9030699101578192
Indiana,19,3452763,65513,149140694,3242863,2.3151045548976725,2.020221020746174
Indiana,20,4558808,76449,180323778,3537929,2.528123606638277,2.1608404238750976
Indiana,21,5694317,90879,218484424,3967089,2.6062805282631953,2.290823321584164
Indiana,22,7443479,118077,297414902,4959558,2.502725636794084,2.380796837137503
Indiana,23,8033412,127287,331246599,5536919,2.4252058811326846,2.2988777693876323
Indiana,24,8382551,153458,353902473,6107034,2.368604810512302,2.5128073627885485
Indiana,25,8584125,161637,367750323,6540703,2.334226365859643,2.4712481211881965
Indiana,26,8732983,165929,379269903,6856950,2.302577381153284,2.4198659753972245
Indiana,27,8876244,168521,389709216,7073156,2.277658221970301,2.382543238124537
Indiana,28,9265726,172073,413555826,7388536,2.2405018663671297,2.3289187465554746
Indiana,29,9460520,173759,422815728,7515404,2.2375042775135365,2.3120380487862
Indiana,30,9618871,175555,429112805,7628850,2.2415716538684975,2.3011987389973587
Indiana,31,9721759,177245,432772697,7733730,2.246389170895409,2.291843651123067
Indiana,32,9791002,178802,434955807,7800559,2.2510337469755863,2.292169061217279
Indiana,33,9840080,179938,437380590,7853097,2.2497751900695913,2.2912998527841943
Indiana,34,10023837,181786,451183101,7948347,2.2216782893205034,2.2870918947046475
Indiana,35,10297740,183155,470282286,8038989,2.189693362169291,2.2783337556501198
Indiana,36,10831221,185909,496698578,8212460,2.1806426431927495,2.263743141519106
Indiana,37,11549386,190633,525106961,8480704,2.199434945216809,2.247844046909313
Indiana,38,12220007,197965,551080385,8831887,2.217463610141014,2.2414802182138427
Indiana,39,12701297,205840,570984508,9178044,2.2244556239343716,2.242743660849741
Iowa,1,90736,1930,13644993,786250,0.664976522890118,0.2454689984101749
Iowa,2,71431,1551,7940175,474933,0.8996149329202442,0.32657237968302893
Iowa,3,86954,2073,8896630,534045,0.9773813230402972,0.388169536275033
Iowa,4,102639,2697,9837494,582599,1.0433449819639027,0.4629256143591046
Iowa,5,116454,3225,10727153,623896,1.0856002519960328,0.5169130752561324
Iowa,6,129978,3647,11646234,661268,1.1160517640294707,0.5515161780095211
Iowa,7,142682,3925,12570310,693159,1.1350714501074357,0.5662481479718218
Iowa,8,154642,4109,13688447,718836,1.129726403586908,0.5716185611182523
Iowa,9,169961,4245,15271347,754416,1.1129404629467199,0.5626868995355347
Iowa,10,187586,4339,17321941,779487,1.0829386845273288,0.5566481544913513
Iowa,11,209226,4504,19735326,808303,1.0601598372380572,0.5572167862794026
Iowa,12,231508,4755,22513159,840740,1.028323035430079,0.5655731855270357
Iowa,13,767252,13852,75392468,2322210,1.017677256566266,0.5965007471331188
Iowa,14,925857,15415,82613109,2473036,1.120714389286572,0.6233229115953023
Iowa,15,1068027,16743,89958441,2613757,1.187244896785172,0.6405721725470271
Iowa,16,1232898,18391,98283032,2744562,1.2544362693246989,0.6700887063218102
Iowa,17,1428909,20495,108710383,2877454,1.3144181453210408,0.7122616034869714
Iowa,18,1789793,23096,123742353,3032206,1.4463867516726467,0.7616896741184471
Iowa,19,2514093,26910,149140694,3242863,1.685718989613928,0.8298222897482872
Iowa,20,3039714,32578,180323778,3537929,1.6856978229460122,0.9208211922850911
Iowa,21,3370581,43316,218484424,3967089,1.5427099736867285,1.0918837464952262
Iowa,22,3892236,54583,297414902,4959558,1.3086889640788746,1.100561783933165
Iowa,23,4095228,59337,331246599,5536919,1.2363079386665643,1.0716609724650117
Iowa,24,4240667,66848,353902473,6107034,1.1982586513318882,1.0946066453862873
Iowa,25,4341411,70137,367750323,6540703,1.1805322058139973,1.0723159268965432
Iowa,26,4430372,72608,379269903,6856950,1.168131709095831,1.0588964481292702
Iowa,27,4513688,74009,389709216,7073156,1.1582194658696499,1.0463363171970193
Iowa,28,4691885,76643,413555826,7388536,1.1345227669456166,1.0373232261438532
Iowa,29,4759964,77521,422815728,7515404,1.1257774214113436,1.031494780586646
Iowa,30,4806630,78200,429112805,7628850,1.1201320361437361,1.025056201131232
Iowa,31,4830350,78773,432772697,7733730,1.1161401894075587,1.018564133994851
Iowa,32,4845549,79350,434955807,7800559,1.1140324883626624,1.0172347904810413
Iowa,33,4859006,79758,437380590,7853097,1.1109331577791324,1.015624791085606
Iowa,34,4915965,80288,451183101,7948347,1.0895720582407187,1.0101219788215086
Iowa,35,5014238,80611,470282286,8038989,1.066218768869385,1.0027504702394792
Iowa,36,5170354,81190,496698578,8212460,1.0409439907838836,0.9886197314811884
Iowa,37,5389645,82171,525106961,8480704,1.0263899358210946,0.96891720310012
Iowa,38,5688376,83700,551080385,8831887,1.032222549528777,0.947702342659049
Iowa,39,5961394,85865,570984508,9178044,1.044055296855795,0.9355479228471775
Kansas,1,52443,1718,13644993,786250,0.38433878273151184,0.21850556438791735
Kansas,2,41472,1027,7940175,474933,0.5223058685734256,0.21624102768179934
Kansas,3,48726,1129,8896630,534045,0.5476905300096778,0.21140540591148685
Kansas,4,54717,1204,9837494,582599,0.5562087255148517,0.20666015561303744
Kansas,5,59310,1282,10727153,623896,0.5528960013901172,0.20548296510956954
Kansas,6,63401,1406,11646234,661268,0.5443905729525956,0.21262181142895167
Kansas,7,67663,1465,12570310,693159,0.5382763034483636,0.21135121956145703
Kansas,8,73765,1542,13688447,718836,0.5388850904708182,0.21451346343254926
Kansas,9,83916,1622,15271347,754416,0.5494996610318658,0.21500074229602764
Kansas,10,97934,1714,17321941,779487,0.5653754391612349,0.21988820852689014
Kansas,11,115720,1786,19735326,808303,0.5863597084740328,0.2209567451809532
Kansas,12,135319,1881,22513159,840740,0.6010662475221713,0.22373147465328164
Kansas,13,513957,5689,75392468,2322210,0.6817086820927523,0.24498215062375928
Kansas,14,618724,6481,82613109,2473036,0.748941672198779,0.26206654492696424
Kansas,15,720608,7990,89958441,2613757,0.8010454516436095,0.30569023822796076
Kansas,16,838398,9405,98283032,2744562,0.8530445011098151,0.3426776294359537
Kansas,17,976684,11832,108710383,2877454,0.8984275218678974,0.4111968427644716
Kansas,18,1202129,14058,123742353,3032206,0.9714774051532704,0.4636228541200697
Kansas,19,1645045,17075,149140694,3242863,1.103015519023936,0.526540899199257
Kansas,20,2110827,21285,180323778,3537929,1.1705760734449562,0.6016231529801757
Kansas,21,2534693,28293,218484424,3967089,1.160125263666393,0.7131929734876128
Kansas,22,3268820,42761,297414902,4959558,1.0990774093760776,0.8621937680736873
Kansas,23,3549688,47782,331246599,5536919,1.0716149269807296,0.8629709049382879
Kansas,24,3723649,54591,353902473,6107034,1.0521681209048799,0.8939036527387928
Kansas,25,3835345,60571,367750323,6540703,1.0429209058777633,0.9260625348681939
Kansas,26,3895918,62709,379269903,6856950,1.027215175573792,0.9145319712116903
Kansas,27,3937259,63237,389709216,7073156,1.0103068745492538,0.8940422069016999
Kansas,28,4013399,64839,413555826,7388536,0.9704612407032079,0.8775622125952963
Kansas,29,4053670,65490,422815728,7515404,0.9587320744132772,0.871410239555984
Kansas,30,4086161,66086,429112805,7628850,0.9522346926934516,0.8662642469048415
Kansas,31,4109890,66498,432772697,7733730,0.9496648075282808,0.8598438269761163
Kansas,32,4130184,66990,434955807,7800559,0.9495640553662041,0.8587846076159413
Kansas,33,4151158,67406,437380590,7853097,0.9490951576063309,0.8583365263411364
Kansas,34,4302285,68609,451183101,7948347,0.9535563256833949,0.8631857668015752
Kansas,35,4477474,69814,470282286,8038989,0.9520822138727122,0.8684425367418714
Kansas,36,4698276,71894,496698578,8212460,0.9459008356573149,0.8754258772645468
Kansas,37,4963741,74093,525106961,8480704,0.9452818889597617,0.8736656768117363
Kansas,38,5214732,77125,551080385,8831887,0.9462742899114437,0.8732561908910292
Kansas,39,5394468,79530,570984508,9178044,0.9447660881195046,0.8665245012989696
Kentucky,1,59248,3039,13644993,786250,0.434210556209153,0.38651828298887125
Kentucky,2,39139,1888,7940175,474933,0.49292364462999877,0.39752975682885794
Kentucky,3,46787,2099,8896630,534045,0.5258957605295488,0.3930380398655544
Kentucky,4,52891,2399,9837494,582599,0.5376470877644246,0.4117755093984027
Kentucky,5,59459,2636,10727153,623896,0.554284999943601,0.42250631515508996
Kentucky,6,68176,2887,11646234,661268,0.5853909512723169,0.43658546912900664
Kentucky,7,75499,3146,12570310,693159,0.60061366823889,0.453864120641873
Kentucky,8,83135,3276,13688447,718836,0.6073369754801257,0.4557367744520308
Kentucky,9,92216,3468,15271347,754416,0.6038498110219093,0.45969332569828847
Kentucky,10,101730,3680,17321941,779487,0.5872898424027654,0.47210537186636853
Kentucky,11,117773,3904,19735326,808303,0.5967623742318723,0.48298719663294576
Kentucky,12,138745,4130,22513159,840740,0.6162840141625616,0.49123391298142116
Kentucky,13,610340,11941,75392468,2322210,0.8095503651637985,0.5142084479870468
Kentucky,14,745176,13724,82613109,2473036,0.9020069684098199,0.5549454193145591
Kentucky,15,869696,15017,89958441,2613757,0.9667753135028206,0.5745369596332023
Kentucky,16,1013119,16353,98283032,2744562,1.030817811969822,0.5958327776891176
Kentucky,17,1199918,18280,108710383,2877454,1.1037749724421448,0.6352838307754007
Kentucky,18,1485519,20585,123742353,3032206,1.2004935771667442,0.6788786777679353
Kentucky,19,1904891,23338,149140694,3242863,1.277244291219404,0.7196727089611865
Kentucky,20,2441118,27488,180323778,3537929,1.3537416013987906,0.7769517138416288
Kentucky,21,3008507,32757,218484424,3967089,1.3769892356262432,0.8257188079218791
Kentucky,22,4067721,42861,297414902,4959558,1.3676923962606284,0.8642100767850683
Kentucky,23,4606017,49110,331246599,5536919,1.3905099747152423,0.8869553627206755
Kentucky,24,5000797,55825,353902473,6107034,1.4130438133445877,0.9141098608588064
Kentucky,25,5238381,60574,367750323,6540703,1.4244395374739074,0.9261084014975149
Kentucky,26,5404848,65077,379269903,6856950,1.4250664124013026,0.9490662758223408
Kentucky,27,5532619,75921,389709216,7073156,1.4196787689003485,1.073368097635624
Kentucky,28,5742675,84114,413555826,7388536,1.3886093820861807,1.1384393335838114
Kentucky,29,5843483,86460,422815728,7515404,1.3820401212700395,1.1504371554742765
Kentucky,30,5928596,88713,429112805,7628850,1.3815938212330905,1.1628620303191177
Kentucky,31,5987304,91464,432772697,7733730,1.3834754460030088,1.1826634754510437
Kentucky,32,6027998,93738,434955807,7800559,1.3858874632750908,1.201683110146337
Kentucky,33,6053819,94424,437380590,7853097,1.3841078315798148,1.2023791378102169
Kentucky,34,6230943,95757,451183101,7948347,1.381023133665638,1.204741061254623
Kentucky,35,6556992,96946,470282286,8038989,1.3942672720613594,1.2059476633193553
Kentucky,36,7145390,99450,496698578,8212460,1.4385766975157315,1.2109648022638773
Kentucky,37,7903310,103723,525106961,8480704,1.505085741950391,1.2230470489242402
Kentucky,38,8653636,109824,551080385,8831887,1.5703037588608784,1.2434941706115579
Kentucky,39,9205243,117307,570984508,9178044,1.6121703603208792,1.2781263633079119
Louisiana,1,362722,24136,13644993,786250,2.6582791211398935,3.0697615262321145
Louisiana,2,188813,13643,7940175,474933,2.3779450704801848,2.872615716322092
Louisiana,3,206132,14979,8896630,534045,2.3169672111799637,2.8048198185546163
Louisiana,4,224301,16062,9837494,582599,2.280062381740716,2.7569563284523317
Louisiana,5,238826,16718,10727153,623896,2.2263689163378206,2.679613268878146
Louisiana,6,256185,17557,11646234,661268,2.1997239622696916,2.655050599756831
Louisiana,7,277923,18061,12570310,693159,2.2109478604744033,2.6056070829347955
Louisiana,8,299580,18613,13688447,718836,2.1885609083338675,2.5893249642477563
Louisiana,9,335033,19163,15271347,754416,2.1938667230860514,2.540110496065831
Louisiana,10,388603,19714,17321941,779487,2.2434148690380598,2.52909926656891
Louisiana,11,464072,20422,19735326,808303,2.3514787645261093,2.5265277995999025
Louisiana,12,547432,21226,22513159,840740,2.431608998097513,2.524680638485144
Louisiana,13,1879125,62341,75392468,2322210,2.4924572040803863,2.684554799092244
Louisiana,14,2012919,66603,82613109,2473036,2.4365612484091357,2.693167426596297
Louisiana,15,2121873,70075,89958441,2613757,2.3587258476389117,2.6810066888390924
Louisiana,16,2225064,72682,98283032,2744562,2.2639350401806895,2.6482185499908546
Louisiana,17,2341940,75064,108710383,2877454,2.154292842478533,2.608695047774873
Louisiana,18,2460991,77533,123742353,3032206,1.988802491900247,2.556983265648838
Louisiana,19,2711102,80217,149140694,3242863,1.817815062601224,2.4736475145573524
Louisiana,20,3097905,84076,180323778,3537929,1.7179681095634545,2.3764185205525608
Louisiana,21,3552297,89534,218484424,3967089,1.625881120019796,2.2569193683328
Louisiana,22,4588062,103555,297414902,4959558,1.5426469787314154,2.0879884860707345
Louisiana,23,5055870,112371,331246599,5536919,1.5263160483045441,2.02948607339208
Louisiana,24,5383664,119245,353902473,6107034,1.5212281379000139,1.9525845115648612
Louisiana,25,5534708,123622,367750323,6540703,1.5050178487538677,1.8900414833084456
Louisiana,26,5652759,127210,379269903,6856950,1.4904317361559796,1.8551980107773864
Louisiana,27,5738546,130472,389709216,7073156,1.472519962165842,1.8446079798042063
Louisiana,28,5897508,133972,413555826,7388536,1.4260488256306176,1.8132414865407707
Louisiana,29,5980842,135267,422815728,7515404,1.4145268503351416,1.7998633207210153
Louisiana,30,6061671,136482,429112805,7628850,1.412605480276917,1.7890245580919797
Louisiana,31,6132239,137692,432772697,7733730,1.4169653128556767,1.7804086773135344
Louisiana,32,6192633,138632,434955807,7800559,1.4237384351095697,1.7772059669057052
Louisiana,33,6251901,139569,437380590,7853097,1.4293960781387214,1.7772478806768843
Louisiana,34,6848957,142250,451183101,7948347,1.5179994518456044,1.7896802945316808
Louisiana,35,7720438,147545,470282286,8038989,1.6416603877782459,1.835367606548535
Louisiana,36,8624392,157451,496698578,8212460,1.7363432033018624,1.9172209057943663
Louisiana,37,9146810,167041,525106961,8480704,1.741894638490614,1.9696595942978319
Louisiana,38,9487775,176347,551080385,8831887,1.721668064814174,1.9967080647657742
Louisiana,39,9677087,182872,570984508,9178044,1.6948072783789083,1.9924942613044783
Maine,1,14012,684,13644993,786250,0.10268968258173529,0.08699523052464228
Maine,2,8487,383,7940175,474933,0.10688681294807735,0.08064295384822702
Maine,3,9957,422,8896630,534045,0.11191878273008993,0.07901955827692424
Maine,4,12076,460,9837494,582599,0.12275483979964817,0.07895653785880169
Maine,5,13748,530,10727153,623896,0.1281607524382285,0.0849500557785272
Maine,6,15216,589,11646234,661268,0.13065167675662365,0.08907129938239866
Maine,7,16567,602,12570310,693159,0.1317946812767545,0.08684876052969087
Maine,8,17651,612,13688447,718836,0.12894815606182353,0.08513763918334641
Maine,9,18989,624,15271347,754416,0.12434397568204036,0.0827129859387924
Maine,10,20376,645,17321941,779487,0.1176311592332522,0.08274672957983904
Maine,11,21168,676,19735326,808303,0.10725943924108473,0.08363200433500803
Maine,12,22001,698,22513159,840740,0.09772506825896801,0.08302209957894235
Maine,13,56913,1699,75392468,2322210,0.07548897324862744,0.07316306449459782
Maine,14,61465,1745,82613109,2473036,0.07440102514481085,0.07056104318740204
Maine,15,66743,1812,89958441,2613757,0.07419314881190527,0.06932549582841863
Maine,16,72485,1849,98283032,2744562,0.07375128597986273,0.06736958392632413
Maine,17,78098,1892,108710383,2877454,0.07184042392712388,0.0657525715441498
Maine,18,91497,1935,123742353,3032206,0.07394153883593922,0.06381492550308257
Maine,19,121688,2179,149140694,3242863,0.08159275428877916,0.06719371123602816
Maine,20,157942,2703,180323778,3537929,0.08758800517145332,0.0764006287294064
Maine,21,219692,3481,218484424,3967089,0.10055270576176177,0.08774696005055596
Maine,22,397919,5857,297414902,4959558,0.1337925562317654,0.1180952012255931
Maine,23,488297,7273,331246599,5536919,0.14741192859764274,0.13135463964706726
Maine,24,540722,8303,353902473,6107034,0.152788420893572,0.1359579789468996
Maine,25,569580,8786,367750323,6540703,0.15488225689471385,0.1343280684048794
Maine,26,599609,9295,379269903,6856950,0.15809559241509338,0.13555589584290392
Maine,27,634802,9498,389709216,7073156,0.16289119526493312,0.1342823486432365
Maine,28,753551,9965,413555826,7388536,0.18221264279807292,0.13487110301688995
Maine,29,812360,10265,422815728,7515404,0.19213097957415626,0.13658613695285043
Maine,30,858870,10508,429112805,7628850,0.20015016797273155,0.13774028851006379
Maine,31,881813,10794,432772697,7733730,0.20375892613207067,0.13957042720653554
Maine,32,892302,11036,434955807,7800559,0.2051477381471079,0.14147704029929137
Maine,33,897130,11159,437380590,7853097,0.20511426901683041,0.14209680588435364
Maine,34,911239,11655,451183101,7948347,0.20196656257300735,0.14663426244475739
Maine,35,932461,11724,470282286,8038989,0.19827687067082087,0.14583923426192025
Maine,36,964926,12018,496698578,8212460,0.19426792077508223,0.14633861230374334
Maine,37,1022747,12310,525106961,8480704,0.19476927101714805,0.1451530438982424
Maine,38,1103336,12953,551080385,8831887,0.20021325926888145,0.14666174963515724
Maine,39,1202802,13608,570984508,9178044,0.21065405158067793,0.1482668856239957
Maryland,1,278968,13940,13644993,786250,2.0444715508465263,1.772972972972973
Maryland,2,192056,9760,7940175,474933,2.4187879990050596,2.0550267090305367
Maryland,3,231675,11830,8896630,534045,2.604075925378486,2.215169133687236
Maryland,4,276755,13521,9837494,582599,2.8132672812811883,2.3208072791062118
Maryland,5,316949,15084,10727153,623896,2.9546422988466747,2.417710644081706
Maryland,6,349156,16446,11646234,661268,2.998016354471325,2.4870400503275527
Maryland,7,372005,17569,12570310,693159,2.959394000625283,2.5346276972527226
Maryland,8,388261,18330,13688447,718836,2.836413802091647,2.549955761814934
Maryland,9,403482,18961,15271347,754416,2.6420852070220135,2.5133348179253887
Maryland,10,419601,19426,17321941,779487,2.422367100776986,2.4921518896402377
Maryland,11,440265,19879,19735326,808303,2.230847364771172,2.459350020969859
Maryland,12,469011,20235,22513159,840740,2.083274941557513,2.406808287936818
Maryland,13,1372357,48209,75392468,2322210,1.8202839572780665,2.0759965722307627
Maryland,14,1476901,49520,82613109,2473036,1.7877320172032263,2.0023970536619764
Maryland,15,1578733,50644,89958441,2613757,1.7549581589569787,1.9375940456591794
