state,week,total_cases,total_deaths,total_cases_us,total_deaths_us,percentage_cases,percentage_deaths
South Dakota,21,1194630,16579,218484424,3967089,0.5467803965741741,0.41791348769841064
South Dakota,22,1349982,20747,297414902,4959558,0.45390529893488657,0.4183235683502441
South Dakota,23,1395843,22436,331246599,5536919,0.4213908925295864,0.40520730030545865
South Dakota,24,1423848,23600,353902473,6107034,0.40232779045881373,0.386439636655044
South Dakota,25,1450992,24269,367750323,6540703,0.39455900083601014,0.37104574233075555
South Dakota,26,1479680,24734,379269903,6856950,0.3901390509227936,0.36071431175668484
South Dakota,27,1510837,25022,389709216,7073156,0.3876831591275481,0.3537600471416154
South Dakota,28,1577579,25404,413555826,7388536,0.3814669993308231,0.3438299549464197
South Dakota,29,1597868,25642,422815728,7515404,0.377911202016591,0.3411925692883576
South Dakota,30,1608893,25939,429112805,7628850,0.374934744722894,0.3400119284033636
South Dakota,31,1614569,26193,432772697,7733730,0.3730755223682699,0.3386852139911789
South Dakota,32,1616789,26340,434955807,7800559,0.3717133957013707,0.33766810814455733
South Dakota,33,1618880,26436,437380590,7853097,0.3701307367114759,0.33663152257001283
South Dakota,34,1625932,26545,451183101,7948347,0.36037076663471934,0.33396881137675544
South Dakota,35,1639368,26661,470282286,8038989,0.3485923346047527,0.33164618088170045
South Dakota,36,1682379,26770,496698578,8212460,0.33871226424167455,0.32596810212774247
South Dakota,37,1755248,26998,525106961,8480704,0.3342648508519772,0.31834621276724195
South Dakota,38,1835341,27430,551080385,8831887,0.3330441528961333,0.3105791548284076
South Dakota,39,1904163,28052,570984508,9178044,0.3334876819460047,0.30564246586745497
Tennessee,1,139480,2542,13644993,786250,1.0222064606409105,0.3233068362480127
Tennessee,2,89319,1473,7940175,474933,1.1248996401212819,0.3101490104920062
Tennessee,3,104168,1754,8896630,534045,1.1708703183115403,0.3284367422220974
Tennessee,4,119708,1958,9837494,582599,1.216854617649576,0.33608021984246456
Tennessee,5,137210,2167,10727153,623896,1.2790905471377167,0.34733352994729894
Tennessee,6,159425,2480,11646234,661268,1.3688974478788594,0.37503705003115223
Tennessee,7,180342,2798,12570310,693159,1.4346662890573105,0.4036591893057726
Tennessee,8,206422,3107,13688447,718836,1.5080016016426114,0.43222654402394983
Tennessee,9,240458,3463,15271347,754416,1.5745696826874538,0.4590305613878815
Tennessee,10,297807,3810,17321941,779487,1.719247282969039,0.4887830072855609
Tennessee,11,364869,4367,19735326,808303,1.8488116183132723,0.5402676966434616
Tennessee,12,450567,4954,22513159,840740,2.001349521850754,0.5892428099055593
Tennessee,13,1863533,20804,75392468,2322210,2.4717760930707295,0.8958707438173119
Tennessee,14,2123740,24807,82613109,2473036,2.570705818612879,1.0030990248423395
Tennessee,15,2376909,29198,89958441,2613757,2.6422300937829726,1.11708930860826
Tennessee,16,2635268,33844,98283032,2744562,2.6813051514324466,1.2331293663615543
Tennessee,17,2995634,38339,108710383,2877454,2.7556098298356653,1.3323931503335935
Tennessee,18,3430915,44277,123742353,3032206,2.7726278972568106,1.460224008527125
Tennessee,19,4074114,51702,149140694,3242863,2.731725252666452,1.5943319221317704
Tennessee,20,4808619,60353,180323778,3537929,2.666658303931498,1.7058849965615477
Tennessee,21,6003181,72680,218484424,3967089,2.7476471274675394,1.8320738455829952
Tennessee,22,8419464,102768,297414902,4959558,2.8308816886384527,2.072120136512165
Tennessee,23,9091863,117891,331246599,5536919,2.7447415392180377,2.129180506342968
Tennessee,24,9531277,136729,353902473,6107034,2.693193104643832,2.238877333907098
Tennessee,25,9809782,144686,367750323,6540703,2.6675114572231116,2.212086376647892
Tennessee,26,10028422,149225,379269903,6856950,2.644138625468523,2.176259123954528
Tennessee,27,10247293,151483,389709216,7073156,2.62947155963589,2.1416606674587695
Tennessee,28,10677602,155957,413555826,7388536,2.581900998294726,2.110797050999007
Tennessee,29,10858049,157624,422815728,7515404,2.568033372684755,2.097345664983546
Tennessee,30,10970299,159161,429112805,7628850,2.55650702383491,2.0863039645556016
Tennessee,31,11031621,160598,432772697,7733730,2.5490566009528095,2.0765917610260507
Tennessee,32,11080356,161270,434955807,7800559,2.547467080948755,2.06741593775523
Tennessee,33,11104022,162016,437380590,7853097,2.538755091989793,2.063084156479921
Tennessee,34,11355250,163926,451183101,7948347,2.5167720100403317,2.0623910858446415
Tennessee,35,11862308,166129,470282286,8038989,2.5223803560400317,2.066540954341398
Tennessee,36,12765765,170673,496698578,8212460,2.570123122035594,2.078220167891229
Tennessee,37,13987327,177244,525106961,8480704,2.6637100702993726,2.089968002656383
Tennessee,38,15148759,187761,551080385,8831887,2.74892001463634,2.1259443197133296
Tennessee,39,15750408,198157,570984508,9178044,2.758465033520664,2.1590330140060345
Texas,1,367295,10092,13644993,786250,2.691793246064692,1.2835612082670906
Texas,2,236847,6577,7940175,474933,2.9828939538486243,1.3848269124276475
Texas,3,289718,8009,8896630,534045,3.2564915029623576,1.4996863560186875
Texas,4,333374,9121,9837494,582599,3.388810199020197,1.5655708300220221
Texas,5,385310,10049,10727153,623896,3.5919129707574786,1.6106851141856975
Texas,6,452275,11042,11646234,661268,3.8834442103773634,1.6698222203403157
Texas,7,535164,11966,12570310,693159,4.257365172378406,1.7262994493326929
Texas,8,680851,13145,13688447,718836,4.973909750317183,1.8286507631782492
Texas,9,906329,14401,15271347,754416,5.9348333843766365,1.9088937668342136
Texas,10,1196667,16025,17321941,779487,6.908388615340509,2.0558392891735204
Texas,11,1571434,19380,19735326,808303,7.962543917440229,2.3976157455805556
Texas,12,2002131,24117,22513159,840740,8.893158885432294,2.868544377572139
Texas,13,7969229,156688,75392468,2322210,10.570325141763497,6.747365655991492
Texas,14,8733915,180736,82613109,2473036,10.57206913735688,7.308264012331402
Texas,15,9645722,199766,89958441,2613757,10.72242014509789,7.642868101357547
Texas,16,10550086,216375,98283032,2744562,10.734392076955867,7.88377161820356
Texas,17,11461124,229853,108710383,2877454,10.542805281074209,7.98806861899443
Texas,18,12704835,244347,123742353,3032206,10.267167782077006,8.058390491938871
Texas,19,14513139,265009,149140694,3242863,9.73117303584493,8.172068940316011
Texas,20,16666345,290439,180323778,3537929,9.24245553462173,8.209294194428434
Texas,21,19656093,324156,218484424,3967089,8.996564899290028,8.171130014980758
Texas,22,26237420,405422,297414902,4959558,8.82182426756814,8.174559103855627
Texas,23,29794917,463897,331246599,5536919,8.994784275505875,8.378251514967078
Texas,24,32704827,520565,353902473,6107034,9.241197644866416,8.524023282005635
Texas,25,33999927,556984,367750323,6540703,9.245383314048102,8.515659555249643
Texas,26,35134326,595218,379269903,6856950,9.26367363244217,8.680506639249229
Texas,27,35880494,620578,389709216,7073156,9.206991399454099,8.77370723903163
Texas,28,37121584,648139,413555826,7388536,8.976196601810175,8.772224971225693
Texas,29,37680123,657467,422815728,7515404,8.911712716609255,8.748258909301484
Texas,30,38075538,665557,429112805,7628850,8.873083617255375,8.72421138179411
Texas,31,38361687,672464,432772697,7733730,8.864165245618533,8.695209168150427
Texas,32,38664134,678076,434955807,7800559,8.889209749072277,8.692659077381505
Texas,33,38894434,682608,437380590,7853097,8.892583459179109,8.692214039887702
Texas,34,40226517,692124,451183101,7948347,8.915785389754657,8.707772823707872
Texas,35,42460710,702447,470282286,8038989,9.028770860401917,8.738001756190984
Texas,36,45389978,726427,496698578,8212460,9.138334597768871,8.845425122314142
Texas,37,48562542,767500,525106961,8480704,9.248123831289298,9.049956230048826
Texas,38,51430885,818487,551080385,8831887,9.332737364622403,9.26740797295074
Texas,39,53255011,867807,570984508,9178044,9.326874942113141,9.455249942144535
Utah,1,58986,584,13644993,786250,0.43229043796504696,0.07427662957074721
Utah,2,36815,396,7940175,474933,0.46365476831430036,0.0833801820467308
Utah,3,42910,479,8896630,534045,0.4823174617804719,0.08969281614845191
Utah,4,49728,578,9837494,582599,0.5054945903906015,0.0992106062660595
Utah,5,57878,664,10727153,623896,0.5395466998559637,0.10642799440932463
Utah,6,71169,730,11646234,661268,0.611090245997118,0.11039397037207305
Utah,7,85255,836,12570310,693159,0.6782251193486876,0.12060724884189632
Utah,8,103829,941,13688447,718836,0.7585155569510551,0.13090607593387088
Utah,9,125834,1004,15271347,754416,0.8239875631141117,0.13308307352972365
Utah,10,149114,1106,17321941,779487,0.8608388632659584,0.14188819056635968
Utah,11,175763,1281,19735326,808303,0.8906009457355809,0.15848017389518534
Utah,12,201642,1462,22513159,840740,0.8956628432287091,0.1738944263387016
Utah,13,649305,5152,75392468,2322210,0.8612332468012587,0.22185762700186462
Utah,14,722122,5540,82613109,2473036,0.8741009855953975,0.22401614857203858
Utah,15,851613,5765,89958441,2613757,0.9466738090759044,0.22056373258876016
Utah,16,1037582,6385,98283032,2744562,1.0557081714776566,0.2326418568791669
Utah,17,1264825,7186,108710383,2877454,1.1634813208228694,0.2497346612665224
Utah,18,1571733,8123,123742353,3032206,1.270165761273345,0.2678907699542841
Utah,19,2078701,9616,149140694,3242863,1.393785253540526,0.296528098781848
Utah,20,2601908,11586,180323778,3537929,1.4429089878540589,0.327479720480541
Utah,21,3099933,14109,218484424,3967089,1.4188347815586158,0.3556512092367981
Utah,22,4041559,18549,297414902,4959558,1.358895930507208,0.3740051028740868
Utah,23,4405560,20921,331246599,5536919,1.3299940326330717,0.37784551300100294
Utah,24,4632603,22803,353902473,6107034,1.309005546282238,0.37338911163749866
Utah,25,4782889,24345,367750323,6540703,1.3005805028212036,0.3722076969402219
Utah,26,4886398,25907,379269903,6856950,1.288369565143164,0.37782104288349777
Utah,27,4971642,26988,389709216,7073156,1.275731185171664,0.381555277446164
Utah,28,5116348,28234,413555826,7388536,1.2371601796754763,0.3821325361343574
Utah,29,5183301,28750,422815728,7515404,1.225900707269811,0.3825476315045738
Utah,30,5240862,29521,429112805,7628850,1.221325008001101,0.3869652699948223
Utah,31,5284661,29948,432772697,7733730,1.2211170059094554,0.3872387580119813
Utah,32,5332641,30210,434955807,7800559,1.2260190378375613,0.38727993724552306
Utah,33,5391436,30733,437380590,7853097,1.232664668544162,0.3913487888918219
Utah,34,5583703,31715,451183101,7948347,1.2375691792587773,0.3990137823625466
Utah,35,5737791,32612,470282286,8038989,1.2200738090313696,0.4056729024010357
Utah,36,5924173,33722,496698578,8212460,1.1927098772567857,0.4106199604016337
Utah,37,6164327,34917,525106961,8480704,1.1739183552739076,0.41172289470308127
Utah,38,6443229,36737,551080385,8831887,1.1691994807617767,0.4159586733842949
Utah,39,6691551,38527,570984508,9178044,1.1719321463621917,0.41977353780391546
Vermont,1,11262,616,13644993,786250,0.08253576971420945,0.07834658187599364
Vermont,2,5535,318,7940175,474933,0.06970879105309391,0.06695681285570808
Vermont,3,5623,321,8896630,534045,0.06320370747125598,0.06010729432912957
Vermont,4,5741,324,9837494,582599,0.05835835833800763,0.05561286579619945
Vermont,5,5878,330,10727153,623896,0.05479552682804095,0.05289343095644146
Vermont,6,6321,330,11646234,661268,0.05427505578198068,0.04990412359285493
Vermont,7,6741,330,12570310,693159,0.05362636243656681,0.047608124542853805
Vermont,8,6912,336,13688447,718836,0.05049513651913909,0.04674223327713137
Vermont,9,7207,336,15271347,754416,0.04719295553954737,0.04453776165934975
Vermont,10,7455,336,17321941,779487,0.043037902045734946,0.04310527308345104
Vermont,11,7734,336,19735326,808303,0.03918861031228975,0.04156857020201583
Vermont,12,8073,336,22513159,840740,0.03585902804666373,0.0399647929205224
Vermont,13,20456,754,75392468,2322210,0.027132683864388153,0.032469070411375374
Vermont,14,21558,754,82613109,2473036,0.026095132190219354,0.03048884043742186
Vermont,15,22381,754,89958441,2613757,0.024879266193597104,0.02884736415818303
Vermont,16,23588,754,98283032,2744562,0.02400007358340349,0.027472507452919626
Vermont,17,25645,754,108710383,2877454,0.02359020297076867,0.02620372037224574
Vermont,18,29297,757,123742353,3032206,0.023675806455692658,0.024965322276916543
Vermont,19,40592,785,149140694,3242863,0.02721725299199694,0.024207004736246953
Vermont,20,57058,935,180323778,3537929,0.031641972363733416,0.026427890440989633
Vermont,21,77119,1301,218484424,3967089,0.03529725304353962,0.03279482764314085
Vermont,22,120129,2061,297414902,4959558,0.04039104940343574,0.041556122541565196
Vermont,23,146640,2222,331246599,5536919,0.04426913376399677,0.04013062137986848
Vermont,24,170147,2407,353902473,6107034,0.048077369609112616,0.03941356802663945
Vermont,25,190698,2588,367750323,6540703,0.05185529096054662,0.03956761222761529
Vermont,26,211598,2732,379269903,6856950,0.055790875660386895,0.03984278724505794
Vermont,27,233999,2871,389709216,7073156,0.06004451277847122,0.04059008453934849
Vermont,28,287715,3148,413555826,7388536,0.06957101844818407,0.0426065461412112
Vermont,29,301414,3221,422815728,7515404,0.07128731975646847,0.04285864073308634
Vermont,30,311150,3296,429112805,7628850,0.07251007109890371,0.04320441482005807
Vermont,31,314897,3319,432772697,7733730,0.07276267707803204,0.04291590215846687
Vermont,32,316397,3328,434955807,7800559,0.07274233264806142,0.04266360910801392
Vermont,33,317246,3337,437380590,7853097,0.07253316842432354,0.04249278978726482
Vermont,34,322131,3371,451183101,7948347,0.07139695597774616,0.042411334079903655
Vermont,35,333342,3408,470282286,8038989,0.07088125790049427,0.04239339051216515
Vermont,36,354490,3529,496698578,8212460,0.07136923995784018,0.04297128996670912
Vermont,37,381043,3674,525106961,8480704,0.07256483503367613,0.04332187516508063
Vermont,38,415441,3909,551080385,8831887,0.07538664254943496,0.04426007714999071
Vermont,39,449952,4232,570984508,9178044,0.0788028385526705,0.04611004261910272
Virgin Islands,1,808,50,13644993,786250,0.005921586035258501,0.006359300476947535
Virgin Islands,2,413,29,7940175,474933,0.005201396694657233,0.006106124442816144
Virgin Islands,3,414,36,8896630,534045,0.004653447428970296,0.006741004971491166
Virgin Islands,4,414,36,9837494,582599,0.004208388843744149,0.006179207310688827
Virgin Islands,5,418,36,10727153,623896,0.003896653660109071,0.005770192467975431
Virgin Islands,6,427,36,11646234,661268,0.0036664212654494146,0.00544408621012963
Virgin Islands,7,435,36,12570310,693159,0.003460535181709918,0.005193613586493143
Virgin Islands,8,454,36,13688447,718836,0.0033166655063207686,0.005008096422549789
Virgin Islands,9,498,36,15271347,754416,0.003261008999402607,0.0047719030349303295
Virgin Islands,10,671,36,17321941,779487,0.0038736998353706437,0.00461842211608404
Virgin Islands,11,1167,36,19735326,808303,0.0059132542325371264,0.00445377537878741
Virgin Islands,12,1756,36,22513159,840740,0.007799882726364612,0.0042819420986274
Virgin Islands,13,13211,161,75392468,2322210,0.01752297059700977,0.006933050843808269
Virgin Islands,14,15433,226,82613109,2473036,0.01868105460115295,0.00913856490564634
Virgin Islands,15,16628,248,89958441,2613757,0.018484090892593393,0.009488257707200784
Virgin Islands,16,17212,260,98283032,2744562,0.0175126872357784,0.00947327843204125
Virgin Islands,17,17394,272,108710383,2877454,0.016000311580173534,0.009452800983091302
Virgin Islands,18,17962,286,123742353,3032206,0.014515644453601104,0.009432076844383264
Virgin Islands,19,18920,299,149140694,3242863,0.01268600775050705,0.00922024766386986
Virgin Islands,20,20407,299,180323778,3537929,0.011316865821211887,0.008451271916423421
Virgin Islands,21,23797,299,218484424,3967089,0.010891851951881018,0.007537012655879412
Virgin Islands,22,27602,306,297414902,4959558,0.009280637861246105,0.006169904656826273
Virgin Islands,23,30708,312,331246599,5536919,0.009270434803769864,0.005634902732006735
Virgin Islands,24,32292,317,353902473,6107034,0.00912454771119952,0.005190735797442753
Virgin Islands,25,33829,325,367750323,6540703,0.009198904225027695,0.00496888484311243
Virgin Islands,26,35613,325,379269903,6856950,0.009389882961527797,0.004739716637863774
Virgin Islands,27,36725,329,389709216,7073156,0.009423692972146699,0.0046513889980653615
Virgin Islands,28,39596,346,413555826,7388536,0.009574523561421185,0.004682930420857392
Virgin Islands,29,40973,351,422815728,7515404,0.00969050990458898,0.004670407605499319
Virgin Islands,30,42776,351,429112805,7628850,0.009968474373539144,0.00460095558308264
Virgin Islands,31,45151,357,432772697,7733730,0.010432959452615376,0.004616142534068296
Virgin Islands,32,48293,377,434955807,7800559,0.011102967065341422,0.004832986969267202
Virgin Islands,33,50083,390,437380590,7853097,0.011450668169796927,0.004966193592158609
Virgin Islands,34,57212,458,451183101,7948347,0.012680439465307013,0.0057622043929385575
Virgin Islands,35,65548,526,470282286,8038989,0.013938011690280847,0.006543111329048964
Virgin Islands,36,73000,633,496698578,8212460,0.014697042277419204,0.00770780009887415
Virgin Islands,37,78849,784,525106961,8480704,0.015015797895697673,0.009244515549652482
Virgin Islands,38,84400,883,551080385,8831887,0.015315370007226804,0.009997863423750778
Virgin Islands,39,88996,935,570984508,9178044,0.01558641237250521,0.010187355824400057
Virginia,1,199658,6950,13644993,786250,1.4632327037470816,0.8839427662957076
Virginia,2,142059,4988,7940175,474933,1.7891167386109248,1.050253404164377
Virginia,3,179841,5998,8896630,534045,2.021450819017988,1.1231263283056672
Virginia,4,218149,7009,9837494,582599,2.2175261301302953,1.2030573344616107
Virginia,5,263789,8240,10727153,623896,2.459077445805052,1.3207329426699321
Virginia,6,299455,8803,11646234,661268,2.5712603748130083,1.3312303029936425
Virginia,7,324450,9263,12570310,693159,2.581081930358122,1.3363456292134994
Virginia,8,345927,9671,13688447,718836,2.5271457017731813,1.3453694584021947
Virginia,9,368475,10334,15271347,754416,2.412851990070031,1.3698012767491674
Virginia,10,391827,11097,17321941,779487,2.262027101928127,1.4236286172829051
Virginia,11,421456,11768,19735326,808303,2.1355411103926025,1.4558896849325067
Virginia,12,461413,12151,22513159,840740,2.0495257906720243,1.4452744011228205
Virginia,13,1491843,32457,75392468,2322210,1.9787692850166412,1.3976772126551862
Virginia,14,1672399,34985,82613109,2473036,2.0243748483064596,1.4146579346196335
Virginia,15,1844495,39652,89958441,2613757,2.0503856886537197,1.5170499782496996
Virginia,16,1997157,42844,98283032,2744562,2.03204658969007,1.5610505428552899
Virginia,17,2184811,45290,108710383,2877454,2.0097537509365595,1.5739608695742833
Virginia,18,2404588,47699,123742353,3032206,1.9432214934526095,1.5730791377630675
Virginia,19,2695417,50010,149140694,3242863,1.8072981476135546,1.542155804916828
Virginia,20,3132560,53373,180323778,3537929,1.7371863182680212,1.5085944347667803
Virginia,21,3755022,58296,218484424,3967089,1.7186680547991833,1.4694906012948035
Virginia,22,5320064,71455,297414902,4959558,1.7887684726705457,1.44075338971739
Virginia,23,6276772,80517,331246599,5536919,1.8948940212364263,1.4541841771570074
Virginia,24,6942953,89106,353902473,6107034,1.9618266414318049,1.4590716213467945
Virginia,25,7371759,100619,367750323,6540703,2.0045554113626163,1.538351458551168
Virginia,26,7645910,126475,379269903,6856950,2.0159548489140198,1.8444789593040638
Virginia,27,7899937,131956,389709216,7073156,2.0271363046235993,1.865588713157182
Virginia,28,8426851,137984,413555826,7388536,2.037657426206831,1.8675418242531403
Virginia,29,8614590,140716,422815728,7515404,2.0374336689764765,1.8723677396451341
Virginia,30,8722001,143492,429112805,7628850,2.032566005575154,1.8809125883979891
Virginia,31,8783338,145518,432772697,7733730,2.029549937157889,1.8816017626682078
Virginia,32,8814474,147121,434955807,7800559,2.026521742702012,1.8860315010757565
Virginia,33,8842247,148275,437380590,7853097,2.0216368083457934,1.888108602249533
Virginia,34,8986937,149682,451183101,7948347,1.9918602846785256,1.8831840129777926
Virginia,35,9244223,150489,470282286,8038989,1.9656753560987834,1.8719891269909688
Virginia,36,9673072,152141,496698578,8212460,1.9474732621441087,1.8525630566237155
Virginia,37,10261571,155497,525106961,8480704,1.9541868156647804,1.8335388194187654
Virginia,38,10896633,160776,551080385,8831887,1.9773218747388368,1.8204037257270163
Virginia,39,11419856,168157,570984508,9178044,2.0000290445708555,1.832165982207102
Washington,1,189655,10349,13644993,786250,1.3899237617784048,1.316248012718601
Washington,2,106628,5611,7940175,474933,1.3428923166051128,1.1814298016772893
Washington,3,116586,6092,8896630,534045,1.3104512607582872,1.140727841286783
Washington,4,125338,6413,9837494,582599,1.274084639848319,1.100757124540207
Washington,5,136780,6760,10727153,623896,1.2750820278222936,1.0835139189864977
Washington,6,149765,6985,11646234,661268,1.285952179906397,1.056303949382096
Washington,7,162329,7298,12570310,693159,1.2913683115213548,1.0528608876174155
Washington,8,178192,7605,13688447,718836,1.3017692949390096,1.057960369263643
Washington,9,199436,7882,15271347,754416,1.3059489775197957,1.0447816589255796
Washington,10,224185,8166,17321941,779487,1.2942256297951829,1.0476120833317297
Washington,11,252761,8604,19735326,808303,1.2807541157414881,1.064452315530191
Washington,12,290679,9063,22513159,840740,1.2911515438593046,1.077978923329448
Washington,13,971719,25501,75392468,2322210,1.2888807407127194,1.098134966260588
Washington,14,1055435,26744,82613109,2473036,1.277563588606743,1.0814238045867508
Washington,15,1137209,28060,89958441,2613757,1.26414929756286,1.073550448645379
Washington,16,1233615,29390,98283032,2744562,1.2551657950479185,1.0708448196834321
Washington,17,1352676,30792,108710383,2877454,1.2442932888940332,1.0701126759976005
Washington,18,1512353,32613,123742353,3032206,1.2221789575958686,1.0755535738666833
Washington,19,1825703,34881,149140694,3242863,1.22414811882262,1.0756236079044967
Washington,20,2272425,38247,180323778,3537929,1.260191542792543,1.0810561772155405
Washington,21,2791621,40615,218484424,3967089,1.277720831943608,1.0237985585904426
Washington,22,3666600,50127,297414902,4959558,1.2328232295502126,1.0107150677540218
Washington,23,4009051,55291,331246599,5536919,1.210291973443024,0.9985878428057192
Washington,24,4248838,60049,353902473,6107034,1.2005674795044452,0.9832760059957093
Washington,25,4408722,64334,367750323,6540703,1.1988356567670506,0.9835945769132156
Washington,26,4539975,66829,379269903,6856950,1.1970301265903507,0.9746169944363019
Washington,27,4676244,68286,389709216,7073156,1.199931592071972,0.9654247693674506
Washington,28,5080328,70859,413555826,7388536,1.2284503519483727,0.9590397881258209
Washington,29,5332277,72469,422815728,7515404,1.2611349689432556,0.9642728454784333
Washington,30,5540359,74148,429112805,7628850,1.2911194761480025,0.9719420358245344
Washington,31,5706155,75900,432772697,7733730,1.3185108579065468,0.9814151774111586
Washington,32,5813605,76101,434955807,7800559,1.33659670854791,0.9755839293055792
Washington,33,5891172,77585,437380590,7853097,1.346921224830759,0.9879541790964763
Washington,34,6123404,79840,451183101,7948347,1.3571882427396145,1.0044855867515599
Washington,35,6486236,81129,470282286,8038989,1.3792218403905607,1.0091940665673258
Washington,36,7032958,84164,496698578,8212460,1.4159408364563508,1.0248329976645245
Washington,37,7640571,88922,525106961,8480704,1.4550504121007073,1.0485214435028036
Washington,38,8226515,95900,551080385,8831887,1.492797643305704,1.085838167992865
Washington,39,8734408,103037,570984508,9178044,1.5297101545879421,1.1226466118488865
West Virginia,1,14481,536,13644993,786250,0.10612684081259696,0.06817170111287758
West Virginia,2,8082,325,7940175,474933,0.10178616970028997,0.06843070496259472
West Virginia,3,8861,394,8896630,534045,0.09959951127561785,0.07377655441020887
West Virginia,4,10444,434,9837494,582599,0.1061652489953234,0.07449377702330419
West Virginia,5,11990,452,10727153,623896,0.11177243393470757,0.07244797209791376
West Virginia,6,12841,499,11646234,661268,0.11025881843006073,0.07546108385707459
West Virginia,7,13693,526,12570310,693159,0.10893128331759519,0.07588446518042757
West Virginia,8,15093,535,13688447,718836,0.1102608645085889,0.07442587739067047
West Virginia,9,16807,556,15271347,754416,0.1100557796244169,0.07369939131725732
West Virginia,10,19666,565,17321941,779487,0.11353231141937269,0.07248356932187451
West Virginia,11,24919,576,19735326,808303,0.12626596591310424,0.07126040606059857
West Virginia,12,29745,600,22513159,840740,0.13212272875610215,0.07136570164378998
West Virginia,13,123337,2452,75392468,2322210,0.1635932650460521,0.1055890724783719
West Virginia,14,152500,3276,82613109,2473036,0.18459540119716353,0.13246875500397082
West Virginia,15,186973,4105,89958441,2613757,0.20784375309483186,0.15705362051636781
West Virginia,16,221446,4762,98283032,2744562,0.22531457922462142,0.17350673805146322
West Virginia,17,267198,5307,108710383,2877454,0.24578884981023386,0.18443387800465272
West Virginia,18,335263,6144,123742353,3032206,0.2709363381832573,0.20262475570591182
West Virginia,19,462318,7873,149140694,3242863,0.30998782934455166,0.2427792971827672
West Virginia,20,639577,9933,180323778,3537929,0.35468256438149826,0.2807574713907487
West Virginia,21,856243,13264,218484424,3967089,0.39190116362711513,0.334350956078878
West Virginia,22,1338067,21360,297414902,4959558,0.4498991109732626,0.4306835407510105
West Virginia,23,1519355,25144,331246599,5536919,0.45867791687123105,0.45411536632556837
West Virginia,24,1630698,27952,353902473,6107034,0.4607760963569192,0.4577017255839742
West Virginia,25,1693105,29524,367750323,6540703,0.4603952448465966,0.4513887880247735
West Virginia,26,1742066,30994,379269903,6856950,0.45932091795852303,0.4520085460736917
West Virginia,27,1801716,33940,389709216,7073156,0.46232316969378523,0.47984237870619567
West Virginia,28,1943873,36324,413555826,7388536,0.47003883823897574,0.4916264873041154
West Virginia,29,2009337,35092,422815728,7515404,0.47522759134447334,0.4669343125133393
West Virginia,30,2065151,35925,429112805,7628850,0.48126063262083263,0.4709097701488429
West Virginia,31,2102143,36412,432772697,7733730,0.48573835978381974,0.4708206777324784
West Virginia,32,2120974,37126,434955807,7800559,0.4876297697066957,0.47594024992311446
West Virginia,33,2131538,37517,437380590,7853097,0.4873416993653056,0.4777350897359348
West Virginia,34,2162403,38204,451183101,7948347,0.47927393450846467,0.48065339875070884
West Virginia,35,2217783,38611,470282286,8038989,0.47158548514838167,0.4802967139275847
West Virginia,36,2356471,39386,496698578,8212460,0.4744267659248262,0.4795883328503274
West Virginia,37,2613414,41104,525106961,8480704,0.4976917455108732,0.4846767438174944
West Virginia,38,2938729,44680,551080385,8831887,0.5332668481749718,0.5058941537635162
West Virginia,39,3208419,49507,570984508,9178044,0.5619099914353544,0.5394068714423247
Wisconsin,1,88822,3957,13644993,786250,0.65094939953432,0.5032750397456279
Wisconsin,2,60959,2383,7940175,474933,0.7677286709675794,0.5017549843872714
Wisconsin,3,74903,2711,8896630,534045,0.8419255380970098,0.5076351243809042
Wisconsin,4,91707,3031,9837494,582599,0.9322191200319919,0.5202549266304954
Wisconsin,5,110773,3508,10727153,623896,1.0326411863427323,0.5622731993793838
Wisconsin,6,126526,3867,11646234,661268,1.086411281105978,0.584785593738091
Wisconsin,7,150836,4204,12570310,693159,1.1999385854445912,0.6064986532671436
Wisconsin,8,164472,4472,13688447,718836,1.20153878668632,0.622116866712296
Wisconsin,9,182699,4701,15271347,754416,1.196351572654331,0.6231310046446523
Wisconsin,10,206586,4835,17321941,779487,1.1926261612367806,0.6202797480907314
Wisconsin,11,236887,4965,19735326,808303,1.20031967042247,0.6142498543244304
Wisconsin,12,273322,5109,22513159,840740,1.214054411466645,0.6076789494968717
Wisconsin,13,996470,14359,75392468,2322210,1.3217102801303706,0.6183333979269747
Wisconsin,14,1150469,15437,82613109,2473036,1.3925986007862263,0.6242125064091263
Wisconsin,15,1445773,16440,89958441,2613757,1.6071565757792534,0.6289796641386326
Wisconsin,16,1883622,18385,98283032,2744562,1.916528175484045,0.6698700922041477
Wisconsin,17,2451681,21821,108710383,2877454,2.2552408816368534,0.7583440082795416
Wisconsin,18,3292879,28545,123742353,3032206,2.661076761648455,0.9413938235067143
Wisconsin,19,4461418,37598,149140694,3242863,2.9914156092099184,1.159407597545749
Wisconsin,20,5434333,47556,180323778,3537929,3.0136530302731344,1.3441762115633185
Wisconsin,21,6176733,58004,218484424,3967089,2.8270816229902045,1.4621300404402322
Wisconsin,22,7213532,73729,297414902,4959558,2.42541041201762,1.4866042498141971
Wisconsin,23,7593318,81465,331246599,5536919,2.292345950999485,1.4713056123811816
Wisconsin,24,7831806,86566,353902473,6107034,2.2129842534330075,1.4174802367237516
Wisconsin,25,7977903,90018,367750323,6540703,2.169380283589853,1.3762740794070607
Wisconsin,26,8094859,92744,379269903,6856950,2.134326751469125,1.3525547072678086
Wisconsin,27,8202474,94235,389709216,7073156,2.10476777639254,1.3322907058744358
