"","state","week","total_cases","total_deaths","total_cases_us","total_deaths_us","total_cases_state_all_weeks","total_deaths_state_all_weeks","percentage_cases_spatial","percentage_deaths_spatial","percentage_cases_bar","percentage_deaths_bar"
"1207","New Hampshire",35,1329267,18092,470282286,8038989,23494983,377580,0.282653002158793,0.225053175218924,5.65766317004783,4.79156734996557
"1208","New Hampshire",36,1371993,18270,496698578,8212460,23494983,377580,0.276222453771551,0.222466836976984,5.83951475938501,4.83870967741935
"1209","New Hampshire",37,1427602,18608,525106961,8480704,23494983,377580,0.271868801221243,0.219415746617262,6.07619933157645,4.92822713067429
"1210","New Hampshire",38,1504908,19022,551080385,8831887,23494983,377580,0.273083209085731,0.215378661434414,6.40523127852444,5.03787276868478
"1211","New Hampshire",39,1591644,19358,570984508,9178044,23494983,377580,0.27875432305074,0.210916400052124,6.77439945370465,5.12686053286721
"1212","New Jersey",1,1507219,88575,13644993,786250,264643410,8738745,11.045949235738,11.2655007949126,0.56952825690993,1.01358947995393
"1213","New Jersey",2,825394,54942,7940175,474933,264643410,8738745,10.3951613157141,11.5683685909381,0.311889119022461,0.628717281486072
"1214","New Jersey",3,875084,61710,8896630,534045,264643410,8738745,9.83612896119092,11.5552060219644,0.330665328110759,0.706165473417522
"1215","New Jersey",4,922305,66377,9837494,582599,264643410,8738745,9.37540597229335,11.3932567683776,0.348508583682473,0.759571311441174
"1216","New Jersey",5,959175,69755,10727153,623896,264643410,8738745,8.94156166132803,11.180549322323,0.362440538383329,0.798226747662279
"1217","New Jersey",6,983216,72818,11646234,661268,264643410,8738745,8.44235140733047,11.0118741569228,0.371524837894131,0.833277547290829
"1218","New Jersey",7,999995,75549,12570310,693159,264643410,8738745,7.95521351502071,10.8992309123881,0.377865067563934,0.864529174383736
"1219","New Jersey",8,1013728,77206,13688447,718836,264643410,8738745,7.40571958236022,10.7404192333161,0.383054314483025,0.883490707189648
"1220","New Jersey",9,1036898,89736,15271347,754416,264643410,8738745,6.78982672582844,11.8947636317363,0.391809491874368,1.02687514053791
"1221","New Jersey",10,1050158,91181,17321941,779487,264643410,8738745,6.06258848243393,11.6975651935183,0.396820007722845,1.04341069570058
"1222","New Jersey",11,1062274,93119,19735326,808303,264643410,8738745,5.38260173660167,11.5203085971474,0.40139824377263,1.06558779321287
"1223","New Jersey",12,1072712,94206,22513159,840740,264643410,8738745,4.76482220909114,11.2051288150915,0.405342419068739,1.07802665027987
"1224","New Jersey",13,2494615,207167,75392468,2322210,264643410,8738745,3.30883849033832,8.92111393887719,0.942632578683898,2.37067221895135
"1225","New Jersey",14,2555298,208012,82613109,2473036,264643410,8738745,3.09309022615285,8.41119983696153,0.965562679229383,2.38034179965201
"1226","New Jersey",15,2633234,209034,89958441,2613757,264643410,8738745,2.92716722380727,7.99745347406052,0.995012118382241,2.39203684281896
"1227","New Jersey",16,2748476,209933,98283032,2744562,264643410,8738745,2.79649085307014,7.6490529272066,1.03855826222916,2.40232436122121
"1228","New Jersey",17,2914756,211085,108710383,2877454,264643410,8738745,2.68121215247673,7.33582535116113,1.10138997982228,2.41550703218826
"1229","New Jersey",18,3194437,212931,123742353,3032206,264643410,8738745,2.58152275478389,7.022313127802,1.20707218819467,2.4366313469497
"1230","New Jersey",19,3743674,216140,149140694,3242863,264643410,8738745,2.51016265218667,6.66509809387569,1.41461070200085,2.47335286703068
"1231","New Jersey",20,4489626,222344,180323778,3537929,264643410,8738745,2.48975817265763,6.2845806119908,1.69648131423337,2.54434704296784
"1232","New Jersey",21,5348283,232739,218484424,3967089,264643410,8738745,2.44790127464647,5.86674511209605,2.02093942184315,2.66330005052213
"1233","New Jersey",22,7751534,260686,297414902,4959558,264643410,8738745,2.60630316365251,5.25623452735103,2.92904856387695,2.98310569767169
"1234","New Jersey",23,8731547,274634,331246599,5536919,264643410,8738745,2.63596578088942,4.96005088750621,3.29936309390814,3.14271671733184
"1235","New Jersey",24,9467562,287712,353902473,6107034,264643410,8738745,2.67518955709586,4.71115765852949,3.57747884218995,3.29237207402207
"1236","New Jersey",25,10053263,298733,367750323,6540703,264643410,8738745,2.73371969274926,4.56729192565386,3.79879589671249,3.41848858159839
"1237","New Jersey",26,10659047,307749,379269903,6856950,264643410,8738745,2.81041203525185,4.48813247872596,4.02770165333042,3.52166129118083
"1238","New Jersey",27,11367733,315070,389709216,7073156,264643410,8738745,2.91697823230334,4.45444720857281,4.29549067554715,3.60543762290809
"1239","New Jersey",28,12776452,327767,413555826,7388536,264643410,8738745,3.08941410004462,4.43615622905539,4.82779903720255,3.75073308581495
"1240","New Jersey",29,13028379,333642,422815728,7515404,264643410,8738745,3.08133736217116,4.43944197810257,4.92299392605317,3.81796241908878
"1241","New Jersey",30,13152993,337951,429112805,7628850,264643410,8738745,3.065159754438,4.42990752210359,4.97008143902015,3.86727155901677
"1242","New Jersey",31,13215677,340928,432772697,7733730,264643410,8738745,3.05372244866917,4.40832560743652,4.99376765134639,3.9013382356391
"1243","New Jersey",32,13260450,342498,434955807,7800559,264643410,8738745,3.04868903612546,4.39068533421771,5.01068588860762,3.91930420214802
"1244","New Jersey",33,13301626,343807,437380590,7853097,264643410,8738745,3.04120171404954,4.37797979574173,5.02624493842488,3.93428346976597
"1245","New Jersey",34,13462280,345596,451183101,7948347,264643410,8738745,2.98377310013657,4.34802355760261,5.08695077651849,3.95475551695352
"1246","New Jersey",35,13683032,346595,470282286,8038989,264643410,8738745,2.90953591222443,4.31142523021241,5.17036566298779,3.96618736443276
"1247","New Jersey",36,14016119,348209,496698578,8212460,264643410,8738745,2.82185607545669,4.24000847492712,5.29622823406032,3.98465683573557
"1248","New Jersey",37,14386233,350831,525106961,8480704,264643410,8738745,2.73967668846043,4.13681458520425,5.43608208494593,4.01466114413454
"1249","New Jersey",38,14781283,354105,551080385,8831887,264643410,8738745,2.68223718396364,4.00939233031401,5.58535842626877,4.05212647811557
"1250","New Jersey",39,15117643,357673,570984508,9178044,264643410,8738745,2.64764503908397,3.89705039548732,5.71245775589122,4.09295613958297
"1251","New Mexico",1,41979,1542,13644993,786250,54755592,1115369,0.307651312096679,0.196120826709062,0.0766661421540288,0.138250211365028
"1252","New Mexico",2,29087,1171,7940175,474933,54755592,1115369,0.366326938638002,0.246561093880611,0.0531215149678228,0.104987676724026
"1253","New Mexico",3,35238,1565,8896630,534045,54755592,1115369,0.396082561599167,0.293046466121769,0.0643550708026314,0.140312309199915
"1254","New Mexico",4,40991,1866,9837494,582599,54755592,1115369,0.41668132148289,0.320288912270704,0.0748617602381141,0.167298893908653
"1255","New Mexico",5,45994,2115,10727153,623896,54755592,1115369,0.428762412543198,0.338998807493557,0.0839987265592891,0.189623344381994
"1256","New Mexico",6,52932,2362,11646234,661268,54755592,1115369,0.454498853449106,0.357192545231283,0.0966695785153779,0.211768482000127
"1257","New Mexico",7,58016,2600,12570310,693159,54755592,1115369,0.461531974947316,0.37509431458006,0.105954474932898,0.233106711769827
"1258","New Mexico",8,62940,2800,13688447,718836,54755592,1115369,0.459803803893897,0.389518610642761,0.114947163752699,0.251037997290583
"1259","New Mexico",9,70157,2947,15271347,754416,54755592,1115369,0.459402828054395,0.39063328455388,0.128127552707311,0.264217492148338
"1260","New Mexico",10,78849,3074,17321941,779487,54755592,1115369,0.455197255319135,0.394361932912287,0.144001730453394,0.275603858454018
"1261","New Mexico",11,89406,3259,19735326,808303,54755592,1115369,0.453025199583731,0.403190387763005,0.163281953010388,0.292190297560718
"1262","New Mexico",12,101033,3433,22513159,840740,54755592,1115369,0.448773093105237,0.408330756238552,0.184516313877129,0.307790515963775
"1263","New Mexico",13,320004,9791,75392468,2322210,54755592,1115369,0.424450888117895,0.421624228644266,0.584422500627881,0.877826082668606
"1264","New Mexico",14,341330,10506,82613109,2473036,54755592,1115369,0.413166874036904,0.424821959728852,0.623370120808848,0.941930428405308
"1265","New Mexico",15,363373,11104,89958441,2613757,54755592,1115369,0.403934301173583,0.424829087019184,0.663627196287093,0.995544972112368
"1266","New Mexico",16,405884,11646,98283032,2744562,54755592,1115369,0.412974642459138,0.424330002382894,0.741264928703538,1.04413875587362
"1267","New Mexico",17,497096,12282,108710383,2877454,54755592,1115369,0.457266349618141,0.426835667920321,0.907845174973179,1.10116024382962
"1268","New Mexico",18,644301,13698,123742353,3032206,54755592,1115369,0.520679447561499,0.451750309840426,1.17668529636206,1.22811374531657
"1269","New Mexico",19,909351,16513,149140694,3242863,54755592,1115369,0.609726946825123,0.509210534025027,1.66074544495839,1.48049658902121
"1270","New Mexico",20,1289325,20899,180323778,3537929,54755592,1115369,0.715005538537463,0.590712815322184,2.35469100580631,1.87372968049139
"1271","New Mexico",21,1593893,26198,218484424,3967089,54755592,1115369,0.729522485319137,0.660383470096083,2.91092277844425,2.34881909036382
"1272","New Mexico",22,2053691,36413,297414902,4959558,54755592,1115369,0.690513819647141,0.734198491075213,3.75065070979417,3.26465949833643
"1273","New Mexico",23,2215882,41259,331246599,5536919,54755592,1115369,0.66895237768162,0.745161704550852,4.0468597253044,3.69913454650434
"1274","New Mexico",24,2319031,44749,353902473,6107034,54755592,1115369,0.65527403082035,0.732745224604939,4.23524048466137,4.01203547884153
"1275","New Mexico",25,2384657,47437,367750323,6540703,54755592,1115369,0.648444569822988,0.72525843170069,4.35509308346077,4.25303195624049
"1276","New Mexico",26,2434613,49666,379269903,6856950,54755592,1115369,0.641920959386013,0.724316204726591,4.44632760065858,4.45287613336932
"1277","New Mexico",27,2471334,50753,389709216,7073156,54755592,1115369,0.634148205517418,0.717543908263864,4.51339107063257,4.55033267017462
"1278","New Mexico",28,2541960,52181,413555826,7388536,54755592,1115369,0.614659458333928,0.706242752285432,4.64237515686069,4.67836204879282
"1279","New Mexico",29,2580548,53066,422815728,7515404,54755592,1115369,0.610324505241678,0.706096438727712,4.71284832424056,4.75770798722217
"1280","New Mexico",30,2616145,53708,429112805,7628850,54755592,1115369,0.609663699035968,0.704011744889466,4.77785903584058,4.81526741374379
"1281","New Mexico",31,2640363,55522,432772697,7733730,54755592,1115369,0.610103876308075,0.717920072203193,4.82208830835031,4.97790417341705
"1282","New Mexico",32,2656641,55997,434955807,7800559,54755592,1115369,0.610784120419848,0.717858809862216,4.85181677882325,5.02049097652884
"1283","New Mexico",33,2671172,56430,437380590,7853097,54755592,1115369,0.61072028825056,0.71857001129618,4.87835470758859,5.05931220968128
"1284","New Mexico",34,2722659,57264,451183101,7948347,54755592,1115369,0.60344879805239,0.720451686369506,4.97238528623707,5.13408567030283
"1285","New Mexico",35,2808396,57658,470282286,8038989,54755592,1115369,0.597172397005827,0.717229492415029,5.12896655377226,5.16941030277872
"1286","New Mexico",36,2945645,58340,496698578,8212460,54755592,1115369,0.59304478218176,0.71038397751709,5.37962405739308,5.2305559864045
"1287","New Mexico",37,3086168,59465,525106961,8480704,54755592,1115369,0.587721784171892,0.701179996377659,5.63626085898222,5.33141946745875
"1288","New Mexico",38,3206641,61216,551080385,8831887,54755592,1115369,0.58188262316758,0.693124810134007,5.8562803959822,5.48840787219297
"1289","New Mexico",39,3328867,62874,570984508,9178044,54755592,1115369,0.583004784431034,0.685047925244202,6.0795014324747,5.63705822916004
"1290","New York",1,3940480,298316,13644993,786250,551421641,18006048,28.8785783913557,37.9416216216216,0.714603799889675,1.65675444161873
"1291","New York",2,2033883,160231,7940175,474933,551421641,18006048,25.6150903475049,33.7376008826508,0.368843521685432,0.889873224818683
"1292","New York",3,2121351,168232,8896630,534045,551421641,18006048,23.8444332292115,31.5014652323306,0.384705793583462,0.934308294635225
"1293","New York",4,2191689,173790,9837494,582599,551421641,18006048,22.2789360786395,29.8301232923503,0.397461549754446,0.965175700964476
"1294","New York",5,2249114,177897,10727153,623896,551421641,18006048,20.9665509571831,28.5138869298729,0.407875540742515,0.987984703806188
"1295","New York",6,2293849,180931,11646234,661268,551421641,18006048,19.6960579703276,27.3612211690268,0.415988207470443,1.00483459779736
"1296","New York",7,2325725,183440,12570310,693159,551421641,18006048,18.5017314608788,26.4643465640639,0.421768901884647,1.0187688047927
"1297","New York",8,2353717,185210,13688447,718836,551421641,18006048,17.194916267711,25.7652649561235,0.426845235114739,1.02859883523581
"1298","New York",9,2380928,187265,15271347,754416,551421641,18006048,15.5908185440354,24.822511717673,0.431779934440404,1.04001166719093
"1299","New York",10,2408577,191250,17321941,779487,551421641,18006048,13.9047754521274,24.5353674916965,0.436794064816183,1.06214311991171
"1300","New York",11,2436168,192198,19735326,808303,551421641,18006048,12.3441994320236,23.7779644514495,0.441797676925052,1.06740801757276
"1301","New York",12,2467174,193055,22513159,840740,551421641,18006048,10.9588085794623,22.9625092180698,0.447420597335606,1.07216752948787
"1302","New York",13,5663216,422406,75392468,2322210,551421641,18006048,7.51164691942437,18.189827793352,1.02702099063972,2.34591177364406
"1303","New York",14,5790355,423816,82613109,2473036,551421641,18006048,7.009002651141,17.1374779825284,1.05007757575478,2.35374247586144
"1304","New York",15,5928912,425026,89958441,2613757,551421641,18006048,6.59072337636443,16.2611137913739,1.07520480865567,2.36046244017566
"1305","New York",16,6134917,426810,98283032,2744562,551421641,18006048,6.24209171731698,15.5511152599213,1.11256369787634,2.37037022227198
"1306","New York",17,6395308,428960,108710383,2877454,551421641,18006048,5.88288609009868,14.9076231974516,1.15978545716888,2.38231065473112
"1307","New York",18,6756704,431769,123742353,3032206,551421641,18006048,5.46030024174504,14.2394349196592,1.22532441558637,2.39791096858122
"1308","New York",19,7476390,436634,149140694,3242863,551421641,18006048,5.01297787979986,13.4644602624286,1.35583906109336,2.42492966807597
"1309","New York",20,8642578,445093,180323778,3537929,551421641,18006048,4.79281107342372,12.5806085989855,1.56732658956343,2.47190832769078
"1310","New York",21,10403508,460656,218484424,3967089,551421641,18006048,4.76167033307601,11.6119401404909,1.88667024042315,2.5583403976264
"1311","New York",22,15133217,514915,297414902,4959558,551421641,18006048,5.08825109240827,10.3822760012082,2.74440026919437,2.85967803706843
"1312","New York",23,17656832,549398,331246599,5536919,551421641,18006048,5.33041910567661,9.92244965115076,3.20205640967943,3.05118591264446
"1313","New York",24,19452932,580592,353902473,6107034,551421641,18006048,5.49669286995912,9.50693904766209,3.52777811997408,3.22442770340277
"1314","New York",25,20877335,605277,367750323,6540703,551421641,18006048,5.67704056102216,9.25400526518327,3.78609279137813,3.36152052910222
"1315","New York",26,22191224,624205,379269903,6856950,551421641,18006048,5.85103743388781,9.10324561211617,4.02436581193229,3.46664076425876
"1316","New York",27,23465005,638631,389709216,7073156,551421641,18006048,6.02115732361844,9.02893983958505,4.25536526956874,3.54675828921482
"1317","New York",28,26067194,665421,413555826,7388536,551421641,18006048,6.30318625954988,9.00612787161083,4.72727076012601,3.6955416313452
"1318","New York",29,26742910,675057,422815728,7515404,551421641,18006048,6.32495629396265,8.98231152975941,4.84981147121863,3.7490569835202
"1319","New York",30,27119799,682087,429112805,7628850,551421641,18006048,6.31996964061699,8.94088886267262,4.91816007634709,3.78809942081683
"1320","New York",31,27311908,686141,432772697,7733730,551421641,18006048,6.31091290863019,8.87205785565309,4.95299893389567,3.8106140781142
"1321","New York",32,27406276,688784,434955807,7800559,551421641,18006048,6.30093346471863,8.82993129082159,4.97011251685713,3.82529247950466
"1322","New York",33,27468035,690157,437380590,7853097,551421641,18006048,6.28012207857692,8.78834172047028,4.98131247627258,3.83291769520996
"1323","New York",34,27812269,692131,451183101,7948347,551421641,18006048,6.16429758525021,8.70786089233397,5.04373911578128,3.84388067831431
"1324","New York",35,28367615,694007,470282286,8038989,551421641,18006048,6.03203987147413,8.63301342992259,5.14445079604701,3.8542993998461
"1325","New York",36,29167568,697715,496698578,8212460,551421641,18006048,5.87228739760958,8.49581002525431,5.28952181621033,3.87489248057097
"1326","New York",37,30019322,702957,525106961,8480704,551421641,18006048,5.71680138134752,8.2888991291289,5.4439869181703,3.90400492101321
"1327","New York",38,30936566,709367,551080385,8831887,551421641,18006048,5.61380278486958,8.03188491881746,5.61032859426712,3.93960407080999
"1328","New York",39,31831091,716221,570984508,9178044,551421641,18006048,5.57477314253157,7.80363441273544,5.77255019267552,3.97766905875181
"1329","North Carolina",1,130353,4771,13644993,786250,269717959,3534329,0.955317456007489,0.606804451510334,0.0483293735735261,0.134990262649572
"1330","North Carolina",2,86951,3341,7940175,474933,269717959,3534329,1.0950766198478,0.703467647015474,0.0322377495078109,0.094529965942616
"1331","North Carolina",3,109212,4037,8896630,534045,269717959,3534329,1.22756594350895,0.755928807497495,0.0404911858316413,0.114222529934253
"1332","North Carolina",4,136742,4591,9837494,582599,269717959,3534329,1.39000847166972,0.788020576760345,0.050698144278928,0.129897358168976
"1333","North Carolina",5,168218,5434,10727153,623896,269717959,3534329,1.56815140046944,0.870978496416069,0.062368112462248,0.153749127486434
"1334","North Carolina",6,210139,6148,11646234,661268,269717959,3534329,1.80435151826762,0.929728944996582,0.0779106444298728,0.173950981926131
"1335","North Carolina",7,259674,6857,12570310,693159,269717959,3534329,2.0657724431617,0.989239121182874,0.0962761252394024,0.194011366796922
"1336","North Carolina",8,311600,7442,13688447,718836,269717959,3534329,2.27637218451443,1.03528482157265,0.115528087619853,0.210563306358859
"1337","North Carolina",9,368440,7999,15271347,754416,269717959,3534329,2.41262280269056,1.0602903437891,0.13660195315359,0.226323016334925
"1338","North Carolina",10,434915,8513,17321941,779487,269717959,3534329,2.5107752070048,1.09212854095065,0.161248068765047,0.240866088018405
"1339","North Carolina",11,508548,9171,19735326,808303,269717959,3534329,2.57684114262921,1.13459927774609,0.18854806772433,0.259483483286361
"1340","North Carolina",12,591421,9947,22513159,840740,269717959,3534329,2.62700139060893,1.18312439041797,0.219273867484664,0.281439560380485
"1341","North Carolina",13,2060334,33888,75392468,2322210,269717959,3534329,2.73281145273026,1.45929954655264,0.763884617709123,0.95882415021352
"1342","North Carolina",14,2329813,38501,82613109,2473036,269717959,3534329,2.82014928163519,1.55683136031987,0.863796021828862,1.08934397448568
"1343","North Carolina",15,2572329,43288,89958441,2613757,269717959,3534329,2.85946373837226,1.65616007915043,0.953710687095923,1.22478693975575
"1344","North Carolina",16,2886855,48045,98283032,2744562,269717959,3534329,2.93728728271224,1.75055254718239,1.07032361163611,1.35938108761239
"1345","North Carolina",17,3245715,52488,108710383,2877454,269717959,3534329,2.98565317353357,1.8241125661783,1.20337370638342,1.48509094654176
"1346","North Carolina",18,3657574,58247,123742353,3032206,269717959,3534329,2.95579800393807,1.92094468515662,1.35607358648298,1.64803559600705
"1347","North Carolina",19,4154780,63619,149140694,3242863,269717959,3534329,2.78581243560527,1.9618158398921,1.54041652079979,1.80003050083906
"1348","North Carolina",20,4824911,69828,180323778,3537929,269717959,3534329,2.67569316343849,1.97369704140473,1.788872723896,1.97570741150583
"1349","North Carolina",21,5829727,77846,218484424,3967089,269717959,3534329,2.66825748640095,1.96229527494846,2.16141595524976,2.2025680122026
"1350","North Carolina",22,8261402,100189,297414902,4959558,269717959,3534329,2.77773640273075,2.02011953484565,3.06297809409124,2.83473892781345
"1351","North Carolina",23,9472054,115417,331246599,5536919,269717959,3534329,2.8595173591503,2.08449861737186,3.51183659965334,3.26559864687187
"1352","North Carolina",24,10446486,131890,353902473,6107034,269717959,3534329,2.95179796610237,2.15964083383194,3.87311473019118,3.73168428858773
"1353","North Carolina",25,11026918,143494,367750323,6540703,269717959,3534329,2.99847948739939,2.193862035931,4.08831434172316,4.06000686410348
"1354","North Carolina",26,11405002,150612,379269903,6856950,269717959,3534329,3.00709386898016,2.19648677619058,4.22849188177343,4.26140294239727
"1355","North Carolina",27,11710133,155127,389709216,7073156,269717959,3534329,3.00483861279791,2.1931793954495,4.34162153807489,4.38914996311888
"1356","North Carolina",28,12364773,162166,413555826,7388536,269717959,3534329,2.98986792656138,2.19483264343572,4.58433433422207,4.58831082222396
"1357","North Carolina",29,12682957,165497,422815728,7515404,269717959,3534329,2.99964172572123,2.20210383899522,4.7023034902915,4.68255784902877
"1358","North Carolina",30,12909020,168130,429112805,7628850,269717959,3534329,3.00830454127324,2.20387083243215,4.78611807973825,4.75705572401437
"1359","North Carolina",31,13044132,170644,432772697,7733730,269717959,3534329,3.01408385751285,2.20649027054216,4.83621188902738,4.82818662326003
"1360","North Carolina",32,13126009,173143,434955807,7800559,269717959,3534329,3.01777991896082,2.21962297830194,4.86656841415591,4.89889311379897
"1361","North Carolina",33,13184954,174702,437380590,7853097,269717959,3534329,3.01452654769157,2.22462552035203,4.88842272456911,4.94300332538369
"1362","North Carolina",34,13530437,176976,451183101,7948347,269717959,3534329,2.99887938400423,2.22657616734649,5.0165131940658,5.00734368532188
"1363","North Carolina",35,14174422,179315,470282286,8038989,269717959,3534329,3.01402421948761,2.23056655507303,5.25527556731956,5.07352314965585
"1364","North Carolina",36,15183285,184449,496698578,8212460,269717959,3534329,3.05684084322061,2.24596527715203,5.62931925493326,5.21878410300795
"1365","North Carolina",37,16368071,193423,525106961,8480704,269717959,3534329,3.11709274789065,2.2807422591332,6.06858774279839,5.47269368527944
"1366","North Carolina",38,17562765,206124,551080385,8831887,269717959,3534329,3.1869697194902,2.33386138205799,6.5115296975831,5.83205468421304
"1367","North Carolina",39,18386888,219030,570984508,9178044,269717959,3534329,3.22020785894948,2.386456199164,6.81707961463552,6.19721593547177
"1368","North Dakota",1,13102,261,13644993,786250,30793642,424368,0.0960205695964813,0.0331955484896661,0.042547744108995,0.0615032236172379
"1369","North Dakota",2,8840,208,7940175,474933,30793642,424368,0.111332558791211,0.0437956511760606,0.0287072246926817,0.0490140632658447
"1370","North Dakota",3,11146,256,8896630,534045,30793642,424368,0.125283393824403,0.0479360353528261,0.036195783532198,0.0603250009425781
"1371","North Dakota",4,14208,316,9837494,582599,30793642,424368,0.144427025825886,0.0542397086160464,0.046139394619188,0.0744636730384949
"1372","North Dakota",5,15421,381,10727153,623896,30793642,424368,0.143756689216608,0.0610678702860733,0.0500785194554123,0.0897805678090714
"1373","North Dakota",6,16927,443,11646234,661268,30793642,424368,0.145343121218413,0.0669925053079841,0.054969139408713,0.104390528974852
"1374","North Dakota",7,18377,462,12570310,693159,30793642,424368,0.146193689733984,0.0666513743599953,0.0596779036399787,0.108867775138559
"1375","North Dakota",8,19627,495,13688447,718836,30793642,424368,0.143383686988013,0.0688613258100596,0.0637371831496904,0.116644044791313
"1376","North Dakota",9,20936,525,15271347,754416,30793642,424368,0.137093342191753,0.069590252592734,0.0679880606522606,0.123713380839272
"1377","North Dakota",10,22771,534,17321941,779487,30793642,424368,0.131457554323733,0.0685065947219133,0.0739470829725175,0.125834181653659
"1378","North Dakota",11,25760,543,19735326,808303,30793642,424368,0.130527359923013,0.0671777786300434,0.0836536321361403,0.127954982468047
"1379","North Dakota",12,29743,572,22513159,840740,30793642,424368,0.132113845062792,0.0680353022337465,0.0965881203658859,0.134788673981073
"1380","North Dakota",13,134956,1832,75392468,2322210,30793642,424368,0.179004618869885,0.0788903673655699,0.43825930041013,0.431700787995325
"1381","North Dakota",14,182350,2104,82613109,2473036,30793642,424368,0.22072768136592,0.0850776131038933,0.592167694876754,0.495796101496814
"1382","North Dakota",15,243046,2681,89958441,2613757,30793642,424368,0.270175869321702,0.102572656907279,0.789273318173927,0.631762998152547
"1383","North Dakota",16,319626,3871,98283032,2744562,30793642,424368,0.325209747293917,0.141042541578583,1.03796101805691,0.912179994721562
"1384","North Dakota",17,436714,5469,108710383,2877454,30793642,424368,0.401722437129119,0.190063855060759,1.41819535344342,1.28873996154281
"1385","North Dakota",18,618453,7403,123742353,3032206,30793642,424368,0.499790884047598,0.244145681394998,2.00837887249582,1.7444764921012
"1386","North Dakota",19,858223,10059,149140694,3242863,30793642,424368,0.575445223555149,0.310188867059756,2.7870136309307,2.37034837688044
"1387","North Dakota",20,1036746,12454,180323778,3537929,30793642,424368,0.574935824603231,0.352013847649289,3.36675343566052,2.93471703804245
"1388","North Dakota",21,1149319,15336,218484424,3967089,30793642,424368,0.526041618417613,0.386580689266109,3.73232565345794,3.61384458771632
"1389","North Dakota",22,1235278,17838,297414902,4959558,30793642,424368,0.415338300701557,0.359669147936167,4.0114709393582,4.20342721411605
"1390","North Dakota",23,1261693,18675,331246599,5536919,30793642,424368,0.380892363516765,0.337281437564826,4.09725163395743,4.40066168985409
"1391","North Dakota",24,1277870,18925,353902473,6107034,30793642,424368,0.361079703447,0.30988856456342,4.14978520566031,4.45957282358708
"1392","North Dakota",25,1293015,19101,367750323,6540703,30793642,424368,0.351601322726778,0.292032828887048,4.19896743619998,4.5010462617351
"1393","North Dakota",26,1307712,19266,379269903,6856950,30793642,424368,0.344797198421516,0.280970402292564,4.24669482096337,4.53992760999887
"1394","North Dakota",27,1325767,19425,389709216,7073156,30793642,424368,0.340193904985814,0.274629882332583,4.30532705420164,4.57739509105305
"1395","North Dakota",28,1379145,19661,413555826,7388536,30793642,424368,0.333484601907168,0.266101430648778,4.47866803153716,4.63300720129699
"1396","North Dakota",29,1403433,19836,422815728,7515404,30793642,424368,0.331925448147,0.263937906731295,4.55754145612266,4.67424499491008
"1397","North Dakota",30,1420658,19956,429112805,7628850,30793642,424368,0.331068656876832,0.261585953321929,4.61347832776649,4.70252233910191
"1398","North Dakota",31,1430513,20071,432772697,7733730,30793642,424368,0.330546037196057,0.259525481236092,4.64548168742106,4.72962146061908
"1399","North Dakota",32,1436462,20175,434955807,7800559,30793642,424368,0.330254701025293,0.258635310623252,4.66480061046368,4.75412849225201
"1400","North Dakota",33,1439323,20263,437380590,7853097,30793642,424368,0.329077931876218,0.258025591686948,4.67409148940551,4.77486521132602
"1401","North Dakota",34,1448315,20401,451183101,7948347,30793642,424368,0.321003822348391,0.256669720131746,4.70329232248657,4.80738415714663
"1402","North Dakota",35,1464758,20463,470282286,8038989,30793642,424368,0.3114635706266,0.254546933700245,4.75668970886912,4.82199411831241
